text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,steeming
Buat grab or gocar kalo dari hotel cukup lama mereka banyakan taxi biasa kalo dari dalem keluar Ini di daerah bogo,1,"['Buat', 'grab', 'or', 'gocar', 'kalo', 'dari', 'hotel', 'cukup', 'lama', 'mereka', 'banyakan', 'taxi', 'biasa', 'kalo', 'dari', 'dalem', 'keluar', 'Ini', 'di', 'daerah', 'bogo']",<FreqDist with 19 samples and 21 outcomes>,"['Buat', 'grab', 'gocar', 'hotel', 'banyakan', 'taxi', 'dalem', 'Ini', 'daerah', 'bogo']","['buat', 'grab', 'gocar', 'hotel', 'banyak', 'taxi', 'dalem', 'ini', 'daerah', 'bogo']"
bersyukur bgt gue kemaren naik grab gak ada stella jeruknya,1,"['bersyukur', 'bgt', 'gue', 'kemaren', 'naik', 'grab', 'gak', 'ada', 'stella', 'jeruknya']",<FreqDist with 10 samples and 10 outcomes>,"['bersyukur', 'gue', 'kemaren', 'grab', 'stella', 'jeruknya']","['syukur', 'gue', 'kemaren', 'grab', 'stella', 'jeruk']"
twt awak nak kan thanks huda saya sempat grab tadi,1,"['twt', 'awak', 'nak', 'kan', 'thanks', 'huda', 'saya', 'sempat', 'grab', 'tadi']",<FreqDist with 10 samples and 10 outcomes>,"['twt', 'awak', 'nak', 'thanks', 'huda', 'grab']","['twt', 'awak', 'nak', 'thanks', 'huda', 'grab']"
WKWKW seneng deh klo dpt abang grab yg bikin pantun,1,"['WKWKW', 'seneng', 'deh', 'klo', 'dpt', 'abang', 'grab', 'yg', 'bikin', 'pantun']",<FreqDist with 10 samples and 10 outcomes>,"['WKWKW', 'seneng', 'abang', 'grab', 'pantun']","['wkwkw', 'neng', 'abang', 'grab', 'pantun']"
halo min tolong dong diedukasi driver yang kayak gini mesen grab buat nyokap dari awal pesan jarak,-1,"['halo', 'min', 'tolong', 'dong', 'diedukasi', 'driver', 'yang', 'kayak', 'gini', 'mesen', 'grab', 'buat', 'nyokap', 'dari', 'awal', 'pesan', 'jarak']",<FreqDist with 17 samples and 17 outcomes>,"['tolong', 'diedukasi', 'driver', 'gini', 'mesen', 'grab', 'nyokap', 'pesan', 'jarak']","['tolong', 'edukasi', 'driver', 'gin', 'mesen', 'grab', 'nyokap', 'pesan', 'jarak']"
RT Bantu Rt dan larisin dong gais Sudah buka nih takoyaki kuy langsung dateng aja ke indomaret benowo atau bisa pesen di ,1,"['RT', 'Bantu', 'Rt', 'dan', 'larisin', 'dong', 'gais', 'Sudah', 'buka', 'nih', 'takoyaki', 'kuy', 'langsung', 'dateng', 'aja', 'ke', 'indomaret', 'benowo', 'atau', 'bisa', 'pesen', 'di']",<FreqDist with 22 samples and 22 outcomes>,"['RT', 'Bantu', 'Rt', 'larisin', 'gais', 'Sudah', 'buka', 'takoyaki', 'kuy', 'dateng', 'indomaret', 'benowo', 'pesen']","['rt', 'bantu', 'rt', 'larisin', 'gais', 'sudah', 'buka', 'takoyaki', 'kuy', 'dateng', 'indomaret', 'benowo', 'sen']"
Lepas keluar ward teringin makan ni Alhamdulillah nasib baik ada grab,1,"['Lepas', 'keluar', 'ward', 'teringin', 'makan', 'ni', 'Alhamdulillah', 'nasib', 'baik', 'ada', 'grab']",<FreqDist with 11 samples and 11 outcomes>,"['Lepas', 'ward', 'teringin', 'makan', 'Alhamdulillah', 'nasib', 'grab']","['lepas', 'ward', 'ingin', 'makan', 'alhamdulillah', 'nasib', 'grab']"
RT storehq Min tengah open PRE ORDER untuk cookies size  Postage next week hari selasa Meh siapa yg craving lama dah tu grab sekara,1,"['RT', 'storehq', 'Min', 'tengah', 'open', 'PRE', 'ORDER', 'untuk', 'cookies', 'size', 'Postage', 'next', 'week', 'hari', 'selasa', 'Meh', 'siapa', 'yg', 'craving', 'lama', 'dah', 'tu', 'grab', 'sekara']",<FreqDist with 24 samples and 24 outcomes>,"['RT', 'storehq', 'Min', 'open', 'PRE', 'ORDER', 'cookies', 'size', 'Postage', 'next', 'week', 'selasa', 'Meh', 'craving', 'grab', 'sekara']","['rt', 'storehq', 'min', 'open', 'pre', 'order', 'cookies', 'size', 'postage', 'next', 'week', 'selasa', 'meh', 'craving', 'grab', 'kara']"
kerja FPGrab full time ok tak jujur tau takda cover cover,1,"['kerja', 'FPGrab', 'full', 'time', 'ok', 'tak', 'jujur', 'tau', 'takda', 'cover', 'cover']",<FreqDist with 10 samples and 11 outcomes>,"['FPGrab', 'full', 'time', 'jujur', 'takda', 'cover', 'cover']","['fpgrab', 'full', 'time', 'jujur', 'takda', 'cover', 'cover']"
Entah la Offer helok aku grab jelah Cukup la kat tempat kerja lama toxic nak mampos Office politik gila baben ,1,"['Entah', 'la', 'Offer', 'helok', 'aku', 'grab', 'jelah', 'Cukup', 'la', 'kat', 'tempat', 'kerja', 'lama', 'toxic', 'nak', 'mampos', 'Office', 'politik', 'gila', 'baben']",<FreqDist with 19 samples and 20 outcomes>,"['Entah', 'Offer', 'helok', 'grab', 'jelah', 'Cukup', 'kat', 'toxic', 'nak', 'mampos', 'Office', 'politik', 'gila', 'baben']","['entah', 'offer', 'helok', 'grab', 'jelah', 'cukup', 'kat', 'toxic', 'nak', 'mampos', 'office', 'politik', 'gila', 'baben']"
Ono ikiii Cedak omah wae nge grab barang,1,"['Ono', 'ikiii', 'Cedak', 'omah', 'wae', 'nge', 'grab', 'barang']",<FreqDist with 8 samples and 8 outcomes>,"['Ono', 'ikiii', 'Cedak', 'omah', 'wae', 'grab', 'barang']","['ono', 'ikiii', 'cedak', 'omah', 'wae', 'grab', 'barang']"
moots Mas grab nya tampan bintang lima,1,"['moots', 'Mas', 'grab', 'nya', 'tampan', 'bintang', 'lima']",<FreqDist with 7 samples and 7 outcomes>,"['moots', 'Mas', 'grab', 'tampan', 'bintang']","['moots', 'mas', 'grab', 'tampan', 'bintang']"
Kuantan banyak bas tapi okay gak naik grab lagi senang,1,"['Kuantan', 'banyak', 'bas', 'tapi', 'okay', 'gak', 'naik', 'grab', 'lagi', 'senang']",<FreqDist with 10 samples and 10 outcomes>,"['Kuantan', 'okay', 'grab', 'senang']","['antan', 'okay', 'grab', 'senang']"
Tunggu apa tu Boleh grab di Link,1,"['Tunggu', 'apa', 'tu', 'Boleh', 'grab', 'di', 'Link']",<FreqDist with 7 samples and 7 outcomes>,"['Tunggu', 'Boleh', 'grab', 'Link']","['tunggu', 'boleh', 'grab', 'link']"
Gajadi nge grab doi ya,1,"['Gajadi', 'nge', 'grab', 'doi', 'ya']",<FreqDist with 5 samples and 5 outcomes>,"['Gajadi', 'grab', 'doi']","['gajadi', 'grab', 'doi']"
Budak pemandu grab car skrng semua handsome,1,"['Budak', 'pemandu', 'grab', 'car', 'skrng', 'semua', 'handsome']",<FreqDist with 7 samples and 7 outcomes>,"['Budak', 'pemandu', 'grab', 'car', 'skrng', 'handsome']","['budak', 'pandu', 'grab', 'car', 'skrng', 'handsome']"
Gun grab Liar,-1,"['Gun', 'grab', 'Liar']",<FreqDist with 3 samples and 3 outcomes>,"['Gun', 'grab', 'Liar']","['gun', 'grab', 'liar']"
min ada ga grab car di pare kediri,1,"['min', 'ada', 'ga', 'grab', 'car', 'di', 'pare', 'kediri']",<FreqDist with 8 samples and 8 outcomes>,"['grab', 'car', 'pare', 'kediri']","['grab', 'car', 'pare', 'diri']"
Binmas Kel Tengah Aiptu Agus PP Sambang ke Komunitas Ojol Grab backGo Jack dengan BpAdit di Pangkalan Ojol Pos ,1,"['Binmas', 'Kel', 'Tengah', 'Aiptu', 'Agus', 'PP', 'Sambang', 'ke', 'Komunitas', 'Ojol', 'Grab', 'backGo', 'Jack', 'dengan', 'BpAdit', 'di', 'Pangkalan', 'Ojol', 'Pos']",<FreqDist with 18 samples and 19 outcomes>,"['Binmas', 'Kel', 'Tengah', 'Aiptu', 'Agus', 'PP', 'Sambang', 'Komunitas', 'Ojol', 'Grab', 'backGo', 'Jack', 'BpAdit', 'Pangkalan', 'Ojol', 'Pos']","['binmas', 'kel', 'tengah', 'aiptu', 'agus', 'pp', 'sambang', 'komunitas', 'ojol', 'grab', 'backgo', 'jack', 'bpadit', 'pangkal', 'ojol', 'pos']"
haha bas nombor kan tak silap ke banyak sangat nombor tu tapi tak pernah naik bas ke situ naik grab,1,"['haha', 'bas', 'nombor', 'kan', 'tak', 'silap', 'ke', 'banyak', 'sangat', 'nombor', 'tu', 'tapi', 'tak', 'pernah', 'naik', 'bas', 'ke', 'situ', 'naik', 'grab']",<FreqDist with 15 samples and 20 outcomes>,"['nombor', 'silap', 'nombor', 'situ', 'grab']","['nombor', 'silap', 'nombor', 'situ', 'grab']"
Tp min order grab gede bgt huft sopi cm ,-1,"['Tp', 'min', 'order', 'grab', 'gede', 'bgt', 'huft', 'sopi', 'cm']",<FreqDist with 9 samples and 9 outcomes>,"['Tp', 'order', 'grab', 'gede', 'huft', 'sopi']","['tp', 'order', 'grab', 'gede', 'huft', 'sopi']"
alasan knp aku jarang bgt main gaboleh kemana sendiri harus dianter jemput sdgkan papiku sibuk kerja gaboleh naik motor sendiri naik grab car sendiri hrs ada temennya sebenernya temenku santai aja anter jemput aku kalo mau main tp akunya sendiri gaenakan kalo keseringan,1,"['alasan', 'knp', 'aku', 'jarang', 'bgt', 'main', 'gaboleh', 'kemana', 'sendiri', 'harus', 'dianter', 'jemput', 'sdgkan', 'papiku', 'sibuk', 'kerja', 'gaboleh', 'naik', 'motor', 'sendiri', 'naik', 'grab', 'car', 'sendiri', 'hrs', 'ada', 'temennya', 'sebenernya', 'temenku', 'santai', 'aja', 'anter', 'jemput', 'aku', 'kalo', 'mau', 'main', 'tp', 'akunya', 'sendiri', 'gaenakan', 'kalo', 'keseringan']",<FreqDist with 34 samples and 43 outcomes>,"['alasan', 'knp', 'jarang', 'main', 'gaboleh', 'kemana', 'dianter', 'jemput', 'sdgkan', 'papiku', 'sibuk', 'gaboleh', 'motor', 'grab', 'car', 'hrs', 'temennya', 'sebenernya', 'temenku', 'santai', 'anter', 'jemput', 'main', 'akunya', 'gaenakan', 'keseringan']","['alas', 'knp', 'jarang', 'main', 'gaboleh', 'mana', 'anter', 'jemput', 'sdgkan', 'papi', 'sibuk', 'gaboleh', 'motor', 'grab', 'car', 'hrs', 'temennya', 'sebenernya', 'temenku', 'santai', 'anter', 'jemput', 'main', 'aku', 'gaenakan', 'sering']"
Pake grab banyak promo,1,"['Pake', 'grab', 'banyak', 'promo']",<FreqDist with 4 samples and 4 outcomes>,"['Pake', 'grab', 'promo']","['pake', 'grab', 'promo']"
Di chuross ummu hafsah enak situ Gojek grab sopud ada,1,"['Di', 'chuross', 'ummu', 'hafsah', 'enak', 'situ', 'Gojek', 'grab', 'sopud', 'ada']",<FreqDist with 10 samples and 10 outcomes>,"['Di', 'chuross', 'ummu', 'hafsah', 'situ', 'Gojek', 'grab', 'sopud']","['di', 'chuross', 'ummu', 'hafsah', 'situ', 'gojek', 'grab', 'sopud']"
Dago Pakar ke atas lagi Ini udah dobel pake hoodie jaket Grab aja masih kerasa dingin,1,"['Dago', 'Pakar', 'ke', 'atas', 'lagi', 'Ini', 'udah', 'dobel', 'pake', 'hoodie', 'jaket', 'Grab', 'aja', 'masih', 'kerasa', 'dingin']",<FreqDist with 16 samples and 16 outcomes>,"['Dago', 'Pakar', 'Ini', 'dobel', 'pake', 'hoodie', 'jaket', 'Grab', 'kerasa', 'dingin']","['dago', 'pakar', 'ini', 'dobel', 'pake', 'hoodie', 'jaket', 'grab', 'rasa', 'dingin']"
aji Buka grab oraa tak larisane,1,"['aji', 'Buka', 'grab', 'oraa', 'tak', 'larisane']",<FreqDist with 6 samples and 6 outcomes>,"['aji', 'Buka', 'grab', 'oraa', 'larisane']","['aji', 'buka', 'grab', 'oraa', 'larisane']"
RT Nakhare lawak la syal kalau betul grab yg kol,1,"['RT', 'Nakhare', 'lawak', 'la', 'syal', 'kalau', 'betul', 'grab', 'yg', 'kol']",<FreqDist with 10 samples and 10 outcomes>,"['RT', 'Nakhare', 'lawak', 'syal', 'grab', 'kol']","['rt', 'nakhare', 'lawak', 'syal', 'grab', 'kol']"
tak buat grab lgi ke mi,1,"['tak', 'buat', 'grab', 'lgi', 'ke', 'mi']",<FreqDist with 6 samples and 6 outcomes>,"['grab', 'lgi']","['grab', 'lgi']"
RT Light Capture Cafe Kalau turun dekat MRT Pasar Seni boleh jalan kaki ke sini or naik grab kalau nak cepat Interior di,1,"['RT', 'Light', 'Capture', 'Cafe', 'Kalau', 'turun', 'dekat', 'MRT', 'Pasar', 'Seni', 'boleh', 'jalan', 'kaki', 'ke', 'sini', 'or', 'naik', 'grab', 'kalau', 'nak', 'cepat', 'Interior', 'di']",<FreqDist with 23 samples and 23 outcomes>,"['RT', 'Light', 'Capture', 'Cafe', 'Kalau', 'turun', 'MRT', 'Pasar', 'Seni', 'jalan', 'kaki', 'grab', 'nak', 'cepat', 'Interior']","['rt', 'light', 'capture', 'cafe', 'kalau', 'turun', 'mrt', 'pasar', 'seni', 'jalan', 'kaki', 'grab', 'nak', 'cepat', 'interior']"
done mas bismillah buat modal grab,1,"['done', 'mas', 'bismillah', 'buat', 'modal', 'grab']",<FreqDist with 6 samples and 6 outcomes>,"['done', 'bismillah', 'modal', 'grab']","['done', 'bismillah', 'modal', 'grab']"
Anjayy ada abang ojol grab now langganan kalo gue telat,1,"['Anjayy', 'ada', 'abang', 'ojol', 'grab', 'now', 'langganan', 'kalo', 'gue', 'telat']",<FreqDist with 10 samples and 10 outcomes>,"['Anjayy', 'abang', 'ojol', 'grab', 'now', 'langganan', 'gue', 'telat']","['anjayy', 'abang', 'ojol', 'grab', 'now', 'langgan', 'gue', 'telat']"
Hutang puluh ribu Gaji  sebulan Memang budak habis spm pilih buat grab panda je la Hutang takda Gaji sedap,1,"['Hutang', 'puluh', 'ribu', 'Gaji', 'sebulan', 'Memang', 'budak', 'habis', 'spm', 'pilih', 'buat', 'grab', 'panda', 'je', 'la', 'Hutang', 'takda', 'Gaji', 'sedap']",<FreqDist with 17 samples and 19 outcomes>,"['Hutang', 'puluh', 'ribu', 'Gaji', 'sebulan', 'Memang', 'budak', 'habis', 'spm', 'pilih', 'grab', 'panda', 'je', 'Hutang', 'takda', 'Gaji', 'sedap']","['hutang', 'puluh', 'ribu', 'gaji', 'bulan', 'memang', 'budak', 'habis', 'spm', 'pilih', 'grab', 'panda', 'je', 'hutang', 'takda', 'gaji', 'sedap']"
Duduk sini kira heaven Semua benda ada Mall pun banyak Grab food shopee food foodpanda senang My,1,"['Duduk', 'sini', 'kira', 'heaven', 'Semua', 'benda', 'ada', 'Mall', 'pun', 'banyak', 'Grab', 'food', 'shopee', 'food', 'foodpanda', 'senang', 'My']",<FreqDist with 16 samples and 17 outcomes>,"['Duduk', 'heaven', 'Semua', 'benda', 'Mall', 'Grab', 'food', 'shopee', 'food', 'foodpanda', 'senang', 'My']","['duduk', 'heaven', 'semua', 'benda', 'mall', 'grab', 'food', 'shopee', 'food', 'foodpanda', 'senang', 'my']"
RT naik Grab udh mnunduk ak lgi ksl tsenyum gkpp dikklo km diselingkuhin tu mreka yg rugi dh jhatin cwo zodiak leo,1,"['RT', 'naik', 'Grab', 'udh', 'mnunduk', 'ak', 'lgi', 'ksl', 'tsenyum', 'gkpp', 'dikklo', 'km', 'diselingkuhin', 'tu', 'mreka', 'yg', 'rugi', 'dh', 'jhatin', 'cwo', 'zodiak', 'leo']",<FreqDist with 22 samples and 22 outcomes>,"['RT', 'Grab', 'udh', 'mnunduk', 'ak', 'lgi', 'ksl', 'tsenyum', 'gkpp', 'dikklo', 'diselingkuhin', 'mreka', 'rugi', 'dh', 'jhatin', 'cwo', 'zodiak', 'leo']","['rt', 'grab', 'udh', 'mnunduk', 'ak', 'lgi', 'ksl', 'tsenyum', 'gkpp', 'dikklo', 'diselingkuhin', 'mreka', 'rugi', 'dh', 'jhatin', 'cwo', 'zodiak', 'leo']"
Dulu grab selalu tepat janji taat disiplin tapi skrg grab sdh tdk beraturan di dlm manajemnnya banyak mafia yg ,-1,"['Dulu', 'grab', 'selalu', 'tepat', 'janji', 'taat', 'disiplin', 'tapi', 'skrg', 'grab', 'sdh', 'tdk', 'beraturan', 'di', 'dlm', 'manajemnnya', 'banyak', 'mafia', 'yg']",<FreqDist with 18 samples and 19 outcomes>,"['Dulu', 'grab', 'janji', 'taat', 'disiplin', 'grab', 'beraturan', 'manajemnnya', 'mafia']","['dulu', 'grab', 'janji', 'taat', 'disiplin', 'grab', 'atur', 'manajemnnya', 'mafia']"
Euh jam segini angkot masih ada ga ya Males banget kalo naik grab MUAHAL POL REK,-1,"['Euh', 'jam', 'segini', 'angkot', 'masih', 'ada', 'ga', 'ya', 'Males', 'banget', 'kalo', 'naik', 'grab', 'MUAHAL', 'POL', 'REK']",<FreqDist with 16 samples and 16 outcomes>,"['Euh', 'jam', 'segini', 'angkot', 'Males', 'banget', 'grab', 'MUAHAL', 'POL', 'REK']","['euh', 'jam', 'gin', 'angkot', 'males', 'banget', 'grab', 'muahal', 'pol', 'rek']"
Buka grab beb  malas nak  situ hari haha,1,"['Buka', 'grab', 'beb', 'malas', 'nak', 'situ', 'hari', 'haha']",<FreqDist with 8 samples and 8 outcomes>,"['Buka', 'grab', 'beb', 'malas', 'nak', 'situ']","['buka', 'grab', 'beb', 'malas', 'nak', 'situ']"
Kok ku gak nemu yaaaa di Grab,-1,"['Kok', 'ku', 'gak', 'nemu', 'yaaaa', 'di', 'Grab']",<FreqDist with 7 samples and 7 outcomes>,"['Kok', 'ku', 'nemu', 'yaaaa', 'Grab']","['kok', 'ku', 'nemu', 'yaaaa', 'grab']"
Dulu aplicator yg jelek adalah gojek daripada grab tapi skrg gojek malah menjadi aplicator yg baik dan manusiawi,1,"['Dulu', 'aplicator', 'yg', 'jelek', 'adalah', 'gojek', 'daripada', 'grab', 'tapi', 'skrg', 'gojek', 'malah', 'menjadi', 'aplicator', 'yg', 'baik', 'dan', 'manusiawi']",<FreqDist with 15 samples and 18 outcomes>,"['Dulu', 'aplicator', 'jelek', 'gojek', 'grab', 'gojek', 'aplicator', 'manusiawi']","['dulu', 'aplicator', 'jelek', 'gojek', 'grab', 'gojek', 'aplicator', 'manusiawi']"
Bab cedok mencedok ni sebenarnya korang kena tanya brader grab foodpanda Diorang lebih arif,1,"['Bab', 'cedok', 'mencedok', 'ni', 'sebenarnya', 'korang', 'kena', 'tanya', 'brader', 'grab', 'foodpanda', 'Diorang', 'lebih', 'arif']",<FreqDist with 14 samples and 14 outcomes>,"['Bab', 'cedok', 'mencedok', 'korang', 'brader', 'grab', 'foodpanda', 'Diorang', 'arif']","['bab', 'cedok', 'cedok', 'korang', 'brader', 'grab', 'foodpanda', 'orang', 'arif']"
need yg punya voc grab bike diskon khusus stasiun dong sekalian drop fee,1,"['need', 'yg', 'punya', 'voc', 'grab', 'bike', 'diskon', 'khusus', 'stasiun', 'dong', 'sekalian', 'drop', 'fee']",<FreqDist with 13 samples and 13 outcomes>,"['need', 'voc', 'grab', 'bike', 'diskon', 'stasiun', 'drop', 'fee']","['need', 'voc', 'grab', 'bike', 'diskon', 'stasiun', 'drop', 'fee']"
UI nya enggak bgt ini airasia food mana tenantnya jg  banyak Tetep lebih worth promonya grab dan shopee food,1,"['UI', 'nya', 'enggak', 'bgt', 'ini', 'airasia', 'food', 'mana', 'tenantnya', 'jg', 'banyak', 'Tetep', 'lebih', 'worth', 'promonya', 'grab', 'dan', 'shopee', 'food']",<FreqDist with 18 samples and 19 outcomes>,"['UI', 'airasia', 'food', 'tenantnya', 'Tetep', 'worth', 'promonya', 'grab', 'shopee', 'food']","['ui', 'airasia', 'food', 'tenantnya', 'tetep', 'worth', 'promonya', 'grab', 'shopee', 'food']"
Oohhh myy Cantik Mcm nak grab semua,1,"['Oohhh', 'myy', 'Cantik', 'Mcm', 'nak', 'grab', 'semua']",<FreqDist with 7 samples and 7 outcomes>,"['Oohhh', 'myy', 'Cantik', 'Mcm', 'nak', 'grab']","['oohhh', 'myy', 'cantik', 'mcm', 'nak', 'grab']"
Hi awak If nak grab inai che ta boleh dm saya ya,1,"['Hi', 'awak', 'If', 'nak', 'grab', 'inai', 'che', 'ta', 'boleh', 'dm', 'saya', 'ya']",<FreqDist with 12 samples and 12 outcomes>,"['Hi', 'awak', 'If', 'nak', 'grab', 'inai', 'che', 'dm']","['hi', 'awak', 'if', 'nak', 'grab', 'inai', 'che', 'dm']"
sherry Tenang grab pasti sudah daftar,1,"['sherry', 'Tenang', 'grab', 'pasti', 'sudah', 'daftar']",<FreqDist with 6 samples and 6 outcomes>,"['sherry', 'Tenang', 'grab', 'daftar']","['sherry', 'tenang', 'grab', 'daftar']"
gapapa gada pacar masih ada abang grab,1,"['gapapa', 'gada', 'pacar', 'masih', 'ada', 'abang', 'grab']",<FreqDist with 7 samples and 7 outcomes>,"['gapapa', 'gada', 'pacar', 'abang', 'grab']","['gapapa', 'gada', 'pacar', 'abang', 'grab']"
tolong donk grab bike sm goride banyakij voc diskon ak miskin anjrit,1,"['tolong', 'donk', 'grab', 'bike', 'sm', 'goride', 'banyakij', 'voc', 'diskon', 'ak', 'miskin', 'anjrit']",<FreqDist with 12 samples and 12 outcomes>,"['tolong', 'grab', 'bike', 'sm', 'goride', 'banyakij', 'voc', 'diskon', 'ak', 'miskin', 'anjrit']","['tolong', 'grab', 'bike', 'sm', 'goride', 'banyakij', 'voc', 'diskon', 'ak', 'miskin', 'anjrit']"
inumki kalau reti dh lama masak sendiri buang karen je bayor grab memaheiii dpt makanan serupa lumut,-1,"['inumki', 'kalau', 'reti', 'dh', 'lama', 'masak', 'sendiri', 'buang', 'karen', 'je', 'bayor', 'grab', 'memaheiii', 'dpt', 'makanan', 'serupa', 'lumut']",<FreqDist with 17 samples and 17 outcomes>,"['inumki', 'reti', 'dh', 'masak', 'buang', 'karen', 'je', 'bayor', 'grab', 'memaheiii', 'makanan', 'lumut']","['inumki', 'ret', 'dh', 'masak', 'buang', 'karen', 'je', 'bayor', 'grab', 'memaheiii', 'makan', 'lumut']"
Ak mba grab,1,"['Ak', 'mba', 'grab']",<FreqDist with 3 samples and 3 outcomes>,"['Ak', 'grab']","['ak', 'grab']"
Kerjaan emak gue jam segini disuruh beli buah di grab,1,"['Kerjaan', 'emak', 'gue', 'jam', 'segini', 'disuruh', 'beli', 'buah', 'di', 'grab']",<FreqDist with 10 samples and 10 outcomes>,"['Kerjaan', 'emak', 'gue', 'jam', 'segini', 'disuruh', 'beli', 'buah', 'grab']","['kerja', 'emak', 'gue', 'jam', 'gin', 'suruh', 'beli', 'buah', 'grab']"
ok sdh di respon terima kasih grab,1,"['ok', 'sdh', 'di', 'respon', 'terima', 'kasih', 'grab']",<FreqDist with 7 samples and 7 outcomes>,"['respon', 'terima', 'kasih', 'grab']","['respon', 'terima', 'kasih', 'grab']"
jadi abang grab food be like mbak saya sudah di depan rumah,1,"['jadi', 'abang', 'grab', 'food', 'be', 'like', 'mbak', 'saya', 'sudah', 'di', 'depan', 'rumah']",<FreqDist with 12 samples and 12 outcomes>,"['abang', 'grab', 'food', 'mbak', 'rumah']","['abang', 'grab', 'food', 'mbak', 'rumah']"
pamer gwejh dapet abang grab yng pake mtor listrik,1,"['pamer', 'gwejh', 'dapet', 'abang', 'grab', 'yng', 'pake', 'mtor', 'listrik']",<FreqDist with 9 samples and 9 outcomes>,"['pamer', 'gwejh', 'dapet', 'abang', 'grab', 'pake', 'mtor', 'listrik']","['pamer', 'gwejh', 'dapet', 'abang', 'grab', 'pake', 'mtor', 'listrik']"
Sendu la Grab awal ii ni Satu order pastu sidai sampai pukul Harap nnti dah lama order rancak Aminnn,1,"['Sendu', 'la', 'Grab', 'awal', 'ii', 'ni', 'Satu', 'order', 'pastu', 'sidai', 'sampai', 'pukul', 'Harap', 'nnti', 'dah', 'lama', 'order', 'rancak', 'Aminnn']",<FreqDist with 18 samples and 19 outcomes>,"['Sendu', 'Grab', 'Satu', 'order', 'pastu', 'sidai', 'Harap', 'nnti', 'order', 'rancak', 'Aminnn']","['sendu', 'grab', 'satu', 'order', 'pastu', 'sidai', 'harap', 'nnti', 'order', 'rancak', 'aminnn']"
RT Mereka pun terhibur sesama sendiri Tq abg grab,1,"['RT', 'Mereka', 'pun', 'terhibur', 'sesama', 'sendiri', 'Tq', 'abg', 'grab']",<FreqDist with 9 samples and 9 outcomes>,"['RT', 'Mereka', 'terhibur', 'Tq', 'abg', 'grab']","['rt', 'mereka', 'hibur', 'tq', 'abg', 'grab']"
RT Demam dah kebah terus berselera terus grab sampai,1,"['RT', 'Demam', 'dah', 'kebah', 'terus', 'berselera', 'terus', 'grab', 'sampai']",<FreqDist with 8 samples and 9 outcomes>,"['RT', 'Demam', 'kebah', 'berselera', 'grab']","['rt', 'demam', 'kebah', 'selera', 'grab']"
RT trun Grab mntapku teduh abng mau sun kh trsnyum indah yg kuinginkan hnylah helmku kmbali ohh ,1,"['RT', 'trun', 'Grab', 'mntapku', 'teduh', 'abng', 'mau', 'sun', 'kh', 'trsnyum', 'indah', 'yg', 'kuinginkan', 'hnylah', 'helmku', 'kmbali', 'ohh']",<FreqDist with 17 samples and 17 outcomes>,"['RT', 'trun', 'Grab', 'mntapku', 'teduh', 'abng', 'sun', 'kh', 'trsnyum', 'indah', 'kuinginkan', 'hnylah', 'helmku', 'kmbali', 'ohh']","['rt', 'trun', 'grab', 'mntapku', 'teduh', 'abng', 'sun', 'kh', 'trsnyum', 'indah', 'ingin', 'hnylah', 'helm', 'kmbali', 'ohh']"
RT Info dong driver grab ini mangkal di mana Ganteng bangett mau nebeng,1,"['RT', 'Info', 'dong', 'driver', 'grab', 'ini', 'mangkal', 'di', 'mana', 'Ganteng', 'bangett', 'mau', 'nebeng']",<FreqDist with 13 samples and 13 outcomes>,"['RT', 'Info', 'driver', 'grab', 'mangkal', 'Ganteng', 'bangett', 'nebeng']","['rt', 'info', 'driver', 'grab', 'mangkal', 'ganteng', 'bangett', 'nebeng']"
baca baca ternyata grab grab aku gbs login ahaha,-1,"['baca', 'baca', 'ternyata', 'grab', 'grab', 'aku', 'gbs', 'login', 'ahaha']",<FreqDist with 7 samples and 9 outcomes>,"['baca', 'baca', 'grab', 'grab', 'gbs', 'login', 'ahaha']","['baca', 'baca', 'grab', 'grab', 'gbs', 'login', 'ahaha']"
